exp,threshold,mode,malware,precision,recall,f1,tp,predicted,gt
wo_DeGPT_wo_top,0.8,palmtree_tlsh_ssdeep,BPFDoor,0.125,1.0,0.2222222222222222,2,16,2
wo_DeGPT_wo_top,0.8,palmtree_tlsh_ssdeep,Emotet,0.005847953216374269,1.0,0.011627906976744186,1,171,1
wo_DeGPT_wo_top,0.8,palmtree_tlsh_ssdeep,Emotet2,0.1111111111111111,1.0,0.19999999999999998,1,9,1
wo_DeGPT_wo_top,0.8,palmtree_tlsh_ssdeep,IISerpent,0.022222222222222223,1.0,0.04347826086956522,1,45,1
wo_DeGPT_wo_top,0.8,palmtree_tlsh_ssdeep,RaccoonStealer,0.125,0.6666666666666666,0.21052631578947367,4,32,6
wo_DeGPT_wo_top,0.8,palmtree_tlsh_ssdeep,new_sample,0.07894736842105263,1.0,0.14634146341463414,3,38,3
wo_DeGPT_wo_top,0.8,palmtree_tlsh_ssdeep,Total,0.03877551020408163,0.7307692307692307,0.07364341085271318,19,490,26
w_DeGPT_top_1,0.8,baseline,Babuk,0.25,0.8,0.38095238095238093,4,16,5
w_DeGPT_top_1,0.8,baseline,AbbadonRAT,0.016666666666666666,0.42857142857142855,0.03208556149732621,3,180,7
w_DeGPT_top_1,0.8,baseline,BPFDoor,0.125,1.0,0.2222222222222222,2,16,2
w_DeGPT_top_1,0.8,baseline,Emotet,0.005847953216374269,1.0,0.011627906976744186,1,171,1
w_DeGPT_top_1,0.8,baseline,Emotet2,0.04,1.0,0.07692307692307693,1,25,1
w_DeGPT_top_1,0.8,baseline,IISerpent,0.00510204081632653,1.0,0.01015228426395939,1,196,1
w_DeGPT_top_1,0.8,baseline,RaccoonStealer,0.10256410256410256,0.6666666666666666,0.17777777777777778,4,39,6
w_DeGPT_top_1,0.8,baseline,new_sample,0.019867549668874173,1.0,0.03896103896103896,3,151,3
w_DeGPT_top_1,0.8,baseline,Total,0.02392947103274559,0.7307692307692307,0.046341463414634146,19,794,26
w_DeGPT_top_1,0.8,palmtree,Babuk,0.3076923076923077,0.8,0.4444444444444444,4,13,5
w_DeGPT_top_1,0.8,palmtree,AbbadonRAT,0.01675977653631285,0.42857142857142855,0.03225806451612903,3,179,7
w_DeGPT_top_1,0.8,palmtree,BPFDoor,0.125,1.0,0.2222222222222222,2,16,2
w_DeGPT_top_1,0.8,palmtree,Emotet,0.013157894736842105,1.0,0.025974025974025976,1,76,1
